"","Longitude","Latitude","Hwy_Roads","Major_Roads","Res_Roads","Local_Trucks","Local_Restricted_Trucks","Commerical.Zone","Industrial.Zone","Residential.Zone","NDVI_50","NDVI_100","NDVI_250","NDVI_500","NDVI_1000","NDVI_2500","NLCD_Water_50","NLCD_DevOpen_50","NLCD_DevLow_50","NLCD_DevMed_50","NLCD_DevHigh_50","NLCD_Barren_50","NLCD_Deciduous_50","NLCD_Evergreen_50","NLCD_MixForest_50","NLCD_Shrub_50","NLCD_Herbaceous_50","NLCD_Pasture_50","NLCD_Crops_50","NLCD_WoodyWet_50","NLCD_EmergWet_50","NLCD_Water_100","NLCD_DevOpen_100","NLCD_DevLow_100","NLCD_DevMed_100","NLCD_DevHigh_100","NLCD_Barren_100","NLCD_Deciduous_100","NLCD_Evergreen_100","NLCD_MixForest_100","NLCD_Shrub_100","NLCD_Herbaceous_100","NLCD_Pasture_100","NLCD_Crops_100","NLCD_WoodyWet_100","NLCD_EmergWet_100","NLCD_Water_250","NLCD_DevOpen_250","NLCD_DevLow_250","NLCD_DevMed_250","NLCD_DevHigh_250","NLCD_Barren_250","NLCD_Deciduous_250","NLCD_Evergreen_250","NLCD_MixForest_250","NLCD_Shrub_250","NLCD_Herbaceous_250","NLCD_Pasture_250","NLCD_Crops_250","NLCD_WoodyWet_250","NLCD_EmergWet_250","NLCD_Water_500","NLCD_DevOpen_500","NLCD_DevLow_500","NLCD_DevMed_500","NLCD_DevHigh_500","NLCD_Barren_500","NLCD_Deciduous_500","NLCD_Evergreen_500","NLCD_MixForest_500","NLCD_Shrub_500","NLCD_Herbaceous_500","NLCD_Pasture_500","NLCD_Crops_500","NLCD_WoodyWet_500","NLCD_EmergWet_500","NLCD_Water_1000","NLCD_DevOpen_1000","NLCD_DevLow_1000","NLCD_DevMed_1000","NLCD_DevHigh_1000","NLCD_Barren_1000","NLCD_Deciduous_1000","NLCD_Evergreen_1000","NLCD_MixForest_1000","NLCD_Shrub_1000","NLCD_Herbaceous_1000","NLCD_Pasture_1000","NLCD_Crops_1000","NLCD_WoodyWet_1000","NLCD_EmergWet_1000","NLCD_Water_2500","NLCD_DevOpen_2500","NLCD_DevLow_2500","NLCD_DevMed_2500","NLCD_DevHigh_2500","NLCD_Barren_2500","NLCD_Deciduous_2500","NLCD_Evergreen_2500","NLCD_MixForest_2500","NLCD_Shrub_2500","NLCD_Herbaceous_2500","NLCD_Pasture_2500","NLCD_Crops_2500","NLCD_WoodyWet_2500","NLCD_EmergWet_2500","Impervious_50","Impervious_100","Impervious_250","Impervious_500","Impervious_1000","Impervious_2500","Distance_to_NPL","Distance_to_Rail","Elevation_50","Elevation_100","Elevation_250","Elevation_500","Elevation_1000","Elevation_2500","Distance_to_TRI","Exp_TRI_100","Exp_TRI_500","Exp_TRI_1000","Exp_TRI_5000","Exp_TRI_10000","Total_Road_50","Total_Road_100","Total_Road_250","Total_Road_500","Total_Road_1000","Total_Road_2500","Hwy_Road_50","Hwy_Road_100","Hwy_Road_250","Hwy_Road_500","Hwy_Road_1000","Hwy_Road_2500","Maj_Road_50","Maj_Road_100","Maj_Road_250","Major_Road_500","Major_Road_1000","Major_Road_2500","Res_Road_50","Res_Road_100","Res_Road_250","Res_Road_500","Res_Road_1000","Res_Road_2500","Pop_50","Pop_100","Pop_250","Pop_500","Pop_1000","Pop_2500","Pop_10K","MinDist2Port","MinDist2MainPort","XpsExpPort_100","XpsEXP_Port_500","XpsEXP_Port_1000","XpsEXP_Port_5000","XpsEXP_Port_10K","XpsExp_MainPort_100","XpsExp_MainPort_500","XpsEXP_MainPort_1000","XpsEXP_MainPort_5000","XpsEXP_MainPort_10K","Dist2MainAirport","Dist2Airport","RestCount_50m","RestCount_100m","RestCount_250m","RestCount_500m","RestCount_1000m","RestCount_2500m","DailyTripsCount_50m","DailyTripsCount_100m","DailyTripsCount_250m","DailyTripsCount_500m","DailyTripsCount_1000m","NEAR_FID"
"306",-122.28066,37.80814,0,1,0,0,1,0,0,1,0.1058,0.11988,0.1405,0.1356,0.09378,0.06449,0,0,0,66.34615,33.65385,0,0,0,0,0,0,0,0,0,0,0,0,0,73.44498,26.55502,0,0,0,0,0,0,0,0,0,0,0,4.33618,2.5507,82.32368,10.78944,0,0,0,0,0,0,0,0,0,0,0,4.12411,2.11297,74.21161,19.55131,0,0,0,0,0,0,0,0,0,0,0,1.86007,1.25912,42.54066,54.34015,0,0,0,0,0,0,0,0,0,0,7.17738,2.39805,3.04842,32.59377,54.6039,0,0,0,0,0,0,0,0,0.087,0,72.04487,67.69139,62.34945,65.73836,76.97278,71.31616,0.00251,0.00088,9.45318,9.37782,8.92412,8.28291,7.5914,6.80172,0.00075,0,0,0,32.99814,4505.68546,540.16334,1439.02508,7184.50735,21893.27698,65281.95631,320992.6154,358.38726,838.40056,2800.27392,5877.63502,14717.51043,40268.4371,141.34698,312.33206,1946.85981,5300.22879,20062.89838,80039.59149,14.57768,64.46076,996.95317,4647.09236,12989.0465,107121.0229,26.0113,97.66723,536.78262,2313.76941,10093.24819,54445.19034,542770.053,0.68274,0.34233,0,0.00033,0.04379,3.91753,10.24725,0,0,0.00016,0.17535,0.4713,0.10106,0.10106,0,0,2.99999996194,5.00000005602,84.999997733,411.000012656,599.560772677,616.050991246,639.659268285,791.873389917,3367.9027567,367
"307",-122.29101,37.81069,0,1,0,0,1,0,1,0,0.10963,0.09796,0.10395,0.11554,0.10488,0.04622,0,0,0,23.71795,76.28205,0,0,0,0,0,0,0,0,0,0,0,0,0,37.93103,62.06897,0,0,0,0,0,0,0,0,0,0,0,2.29533,0.25504,42.82071,54.62892,0,0,0,0,0,0,0,0,0,0,0,3.28859,1.98779,57.84937,36.87424,0,0,0,0,0,0,0,0,0,0,0,2.64951,1.48811,48.2905,47.57188,0,0,0,0,0,0,0,0,0,0,9.27798,1.15408,2.13576,27.46998,59.84854,0,0,0,0,0,0,0,0,0.0229,0.0908,85.6859,80.95349,76.92413,71.9896,75.28141,72.25623,0.00349,0.00104,5.82421,5.8019,5.68753,5.38915,4.9715,5.36267,0.00107,0,0,0,44.44541,5412.0982,280.92665,846.29641,4593.14462,18448.80953,62414.06897,310431.1788,0,0,0,0,8017.63669,57627.79055,209.79027,421.07674,1148.3043,3203.20055,8818.43607,53338.90557,80.18335,441.50289,1648.60511,5600.3941,22804.18054,120514.746,20.42449,84.25102,578.73898,2540.50265,9916.09832,50884.10847,508717.3746,0.55623,0.50037,0,5e-05,0.02007,3.78589,10.50812,0,1e-05,0.00249,0.30495,0.6203,0.09194,0.09194,0,0,0.9999999576,7.9999996608,30.0000010477,363.99998348,340.386104902,309.427874641,307.662883874,484.575018415,1700.56413562,368
"308",-122.27378,37.80534,0,1,0,0,0,1,0,0,-0.00343,0.01304,0.01623,0.04948,0.07128,0.06809,0,0,0,26.77419,73.22581,0,0,0,0,0,0,0,0,0,0,0,0,0,20.52716,79.47284,0,0,0,0,0,0,0,0,0,0,0,0,0,24.49318,75.50682,0,0,0,0,0,0,0,0,0,0,0,0,0.0732,24.90773,75.01909,0,0,0,0,0,0,0,0,0,0,0.15978,1.47456,0.96979,29.18362,68.21224,0,0,0,0,0,0,0,0,0,0,8.33548,3.0624,3.12965,35.60702,49.63204,0,0,0,0,0,0,0,0,0.14187,0,86.71935,86.53035,83.09282,83.41447,80.73264,68.84042,0.00184,9e-04,12.40493,12.51572,12.2263,11.01764,9.04024,7.83113,0.00052,0,0,1e-05,27.63003,3879.01057,553.09409,1699.68307,6375.30209,21314.92878,80679.58092,409525.7712,467.13559,1371.81777,3464.3522,8027.78318,23852.38789,68530.47573,101.29308,361.05796,1053.71396,5043.02332,18066.18605,98461.61314,0,0,1053.42902,5883.08244,25429.94264,165328.6109,36.89079,154.85762,1015.80626,4134.92927,14680.92921,86532.98204,550287.8811,0.77815,0.27776,0,0.001,0.06666,4.0216,10.11698,0,0,2e-05,0.11674,0.38553,0.10903,0.10903,4.00000021606,5.99999986694,14.000000299,74.0000023975,232.9999911,452.000006189,438.222320974,443.928310057,1135.98804934,3921.67581324,5299.23999569,369
"309",-122.27153,37.80445,0,1,0,0,0,1,0,0,0.0166,0.03396,0.027,0.03421,0.06143,0.06884,0,0,0,63.1068,36.8932,0,0,0,0,0,0,0,0,0,0,0,0,0,53.47722,46.52278,0,0,0,0,0,0,0,0,0,0,0,0,0,19.79379,80.20621,0,0,0,0,0,0,0,0,0,0,0,0,0,12.04697,87.95303,0,0,0,0,0,0,0,0,0,0,3.03404,1.31597,2.1456,25.1043,68.4001,0,0,0,0,0,0,0,0,0,0,8.77643,3.22329,3.52801,36.41488,47.77986,0,0,0,0,0,0,0,0,0.14187,0.0441,73.68608,74.86251,85.37589,87.69284,78.47141,67.84429,0.00166,9e-04,12.87691,12.60566,12.57161,11.76402,8.84138,8.4003,0.00046,0,0,1e-05,26.59275,3689.12676,296.39511,894.5365,4618.26042,17549.51451,59068.05914,337256.7085,0,0,0,0,0,0,231.57726,458.21895,1540.57448,5505.73354,12904.05554,56721.16482,32.29412,86.99703,1273.64726,7274.5595,27883.45325,208532.1262,63.33585,258.45102,1622.06002,5876.2571,20969.76973,99943.65125,459052.5288,0.76587,0.26082,0,0.00098,0.0646,3.98721,10.01658,0,0,1e-05,0.10147,0.35973,0.11201,0.11201,0,5.99999986694,31.9999986426,109.000003145,243.99999215,477.000011829,2020.04417213,2365.46878224,3418.39791383,4555.22261188,5631.96402385,370
"310",-122.27967,37.82721,0,1,0,1,0,0,0,1,0.07562,0.05667,0.07853,0.08672,0.09573,0.08212,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70485,97.29515,0,0,0,0,0,0,0,0,0,0,0,0,0,21.74301,78.25699,0,0,0,0,0,0,0,0,0,0,0,0,0.66497,38.61597,60.71906,0,0,0,0,0,0,0,0,0,0,0,0.42919,0.66684,46.14082,52.76314,0,0,0,0,0,0,0,0,0,0,5.68942,1.12799,3.54886,46.83938,42.68908,0,0,0,0,0,0,0,0,0,0.10526,90.27937,88.97136,82.87074,79.6692,77.85736,70.11244,0.00109,0.00098,10.00821,10.10843,10.3833,10.73852,11.20045,13.36943,0.00084,0,0,1e-05,80.11019,7404.51418,273.85366,1361.64594,6183.63258,22874.81261,75073.25381,333840.343,178.65974,805.56678,2274.93648,6149.99591,13523.04829,54452.00883,62.85979,472.45335,2570.98988,8619.96,24210.02311,86129.76464,0,0,758.11386,3618.31858,18915.19183,110016.6989,26.0113,107.29661,712.39186,3645.59235,14357.76268,62360.68534,546199.487,0.36522,0.36522,0,0,4e-04,1.59345,7.10732,0,0,0.00027,0.19532,0.49754,0.08679,0.08679,0,0,0,17.9999997721,42.9999996956,343.000001615,327.893411805,611.537807048,993.244695508,1719.2396776,2060.49141805,371
"311",-122.27913,37.82894,0,1,0,0,0,0,0,0,0.03823,0.04746,0.0728,0.08952,0.1008,0.08319,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,16.12533,83.87467,0,0,0,0,0,0,0,0,0,0,0,0.0127,0.5981,38.70136,60.68781,0,0,0,0,0,0,0,0,0,0,0,0.37202,1.77348,49.31477,48.53972,0,0,0,0,0,0,0,0,0,0,5.9042,1.19739,3.74485,47.19403,41.85427,0,0,0,0,0,0,0,0,0,0.10526,91.77273,91.24259,85.76321,80.06649,76.55464,69.63403,0.00102,0.00095,11.31481,11.35437,11.75122,12.32734,12.51019,14.28587,0.00073,0,0,2e-05,86.45211,7701.75034,386.73995,996.94522,3832.56151,14054.56855,56941.08522,307788.7473,0,0,0,3510.38399,13792.34051,33019.40217,0,0,203.43096,1445.36626,12138.45869,74731.74601,111.11328,341.23355,1541.07174,4216.89787,12086.80463,106352.5859,5.90971,24.37756,152.50805,1113.20775,7389.0914,55754.47324,539693.5156,0.35302,0.35302,0,0,0.00029,1.45586,6.83705,0,0,2e-04,0.18459,0.48493,0.0858,0.0858,0,2.00000010805,7.0000001495,18.9999999977,40.9999992443,319.000001908,637.031286928,649.656443162,1055.62960815,1821.91115391,2046.69551539,372
"312",-122.28095,37.82388,0,0,1,0,1,0,0,1,0.07032,0.08991,0.10057,0.09971,0.08925,0.07942,0,0,0,19.93569,80.06431,0,0,0,0,0,0,0,0,0,0,0,0,0,48.51644,51.48356,0,0,0,0,0,0,0,0,0,0,0,0,3.38767,62.4809,34.13143,0,0,0,0,0,0,0,0,0,0,0,0.23542,1.83247,49.67391,48.2582,0,0,0,0,0,0,0,0,0,0,0,0.41808,0.77655,40.04912,58.75625,0,0,0,0,0,0,0,0,0,0,5.50135,1.24761,3.24055,43.98487,45.9126,0,0,0,0,0,0,0,0,0.00775,0.10526,81.38264,74.27506,71.23204,75.4027,79.19843,71.10847,0.00125,0.00105,7.59226,7.58872,7.47764,7.73725,8.47604,11.5835,0.00119,0,0,0,69.82588,6889.76392,162.27554,412.05289,3128.17698,14356.25009,63565.78773,404806.9339,0,0,0,0,4904.27514,85523.41464,0,0,290.92694,4157.28926,17431.11777,99737.16819,153.81996,394.88848,2338.8992,8710.1246,30490.9867,129504.9938,24.50992,101.1034,730.13901,3386.01115,12838.07253,72403.69091,545352.8589,0.39205,0.39205,0,0,0.00082,1.90752,7.68706,0,0,0.00048,0.21848,0.52413,0.08852,0.08852,1.00000005402,1.00000005402,3.9999998304,10.0000001113,40.000000445,379.000001155,103.129779289,107.073993684,117.55030115,1025.95863344,2038.61065767,373
"313",-122.28029,37.82571,0,0,1,0,0,0,0,1,0.05922,0.08658,0.08687,0.09081,0.09215,0.08094,0,0,0,10.96774,89.03226,0,0,0,0,0,0,0,0,0,0,0,0,0,43.4158,56.5842,0,0,0,0,0,0,0,0,0,0,0,0,2.29329,37.15123,60.55548,0,0,0,0,0,0,0,0,0,0,0,0,1.83229,43.65377,54.51393,0,0,0,0,0,0,0,0,0,0,0,0.42919,0.60087,43.49616,55.47378,0,0,0,0,0,0,0,0,0,0,5.65101,1.13231,3.47334,45.81526,43.82218,0,0,0,0,0,0,0,0,0.00064,0.10526,83.3,74.89944,77.24525,77.23324,78.58047,70.43529,0.00116,0.00102,8.56753,8.655,8.88739,9.2052,9.84579,12.4678,0.00098,0,0,1e-05,75.411,7172.84751,156.16162,449.3005,3402.14026,16488.12304,77345.18639,410117.9344,0,0,0,1485.85342,14280.94034,77514.45957,0,32.2343,733.47457,3577.72324,17721.85612,100735.3533,147.8292,372.45685,2356.48469,8500.9,25831.98421,143542.5502,40.61776,167.54826,1087.51561,3727.76776,11767.76812,75123.39624,542435.6438,0.37876,0.37876,0,0,0.00057,1.7337,7.37412,0,0,0.00036,0.20709,0.51127,0.08754,0.08754,0,0,1.9999999152,11.9999998478,44.0000013475,358.999989507,73.8245247426,73.9594736689,709.969217776,1180.25880604,2031.45532638,374
"314",-122.28656,37.80836,0,0,1,0,1,0,0,1,0.13565,0.15036,0.16132,0.14148,0.10529,0.06075,0,0,0,99.01961,0.98039,0,0,0,0,0,0,0,0,0,0,0,7.36589,4.32346,79.18335,9.1273,0,0,0,0,0,0,0,0,0,0,0,11.22293,2.30573,73.96178,12.50955,0,0,0,0,0,0,0,0,0,0,0,6.52838,3.14966,65.36969,24.95228,0,0,0,0,0,0,0,0,0,0,0,2.07967,1.56452,49.59893,46.75687,0,0,0,0,0,0,0,0,0,0,6.71047,1.65343,3.06837,29.71153,58.78781,0,0,0,0,0,0,0,0,0,0.039,73.11765,63.30424,59.76892,66.43157,75.00301,73.15793,0.00362,0.00099,6.21092,6.29228,6.50257,6.92194,5.99204,5.73588,0.00086,0,0,0,36.51893,4826.26186,333.69036,966.85904,3971.63983,15459.41712,56979.27403,319435.877,0,0,0,0,410.21114,23720.33674,172.39784,363.21712,1177.13427,2824.65668,8836.57289,57132.34259,125.58609,405.47843,2147.8314,8940.6313,35837.11842,166694.4495,47.60548,142.18162,832.76087,3214.107,12124.8395,70598.66725,496767.1904,0.64546,0.40446,0,0.00027,0.0428,4.0829,10.6372,0,0,6e-04,0.22962,0.53963,0.09669,0.09669,0,0,1.9999999152,7.9999996608,31.9999986432,386.000007015,73.9034052855,85.5113395728,511.626878216,657.068648815,1824.34282805,375
"315",-122.28734,37.80666,0,0,1,0,1,0,0,1,0.1043,0.11464,0.1229,0.12715,0.10208,0.06107,0,0,0,57.55627,42.44373,0,0,0,0,0,0,0,0,0,0,0,0,0,59.50479,40.49521,0,0,0,0,0,0,0,0,0,0,0,0.56087,1.75908,67.92862,29.75143,0,0,0,0,0,0,0,0,0,0,0,3.77923,1.37426,59.67234,35.17417,0,0,0,0,0,0,0,0,0,0,0,1.85974,1.49336,48.66719,47.97972,0,0,0,0,0,0,0,0,0,0,7.04171,1.71355,3.14322,30.52479,57.57609,0,0,0,0,0,0,0,0,0,0,77.56913,75.05591,72.0905,71.39427,75.38439,72.62514,0.00448,0.00123,6.61422,6.7912,7.0378,6.71793,5.9,5.35327,0.00074,0,0,0,34.18161,4641.32356,267.68693,685.68525,4408.86914,17555.45689,64363.40253,313389.2925,0,0,626.88744,2743.59228,11287.30669,45292.90709,0,101.39791,1805.01126,5683.04487,19106.34594,79537.75362,103.49918,214.52452,1154.86709,5527.76324,19571.08581,98572.05938,35.15271,133.31587,801.73617,2751.86715,9701.90518,44573.93281,544003.4374,0.73863,0.39464,0,0.00077,0.07151,4.41676,10.98271,0,0,5e-04,0.22149,0.5315,0.09745,0.09745,0,1.00000005402,0.9999999576,5.00000005602,31.9999986432,379.000001155,218.016401542,231.524776425,262.989719377,1097.26383536,1674.56024011,376
"316",-122.28883,37.8023,0,1,0,1,0,0,1,0,0.03586,0.0337,0.05415,0.06662,0.07277,0.06219,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11732,98.88268,0,0,0,0,0,0,0,0,0,0,0,0,0,10.73843,89.26157,0,0,0,0,0,0,0,0,0,0,0,0,0,21.28431,78.71569,0,0,0,0,0,0,0,0,0,0,4.37807,0.94429,1.36397,36.56813,56.74554,0,0,0,0,0,0,0,0,0,0,7.6328,1.97644,3.61586,31.42211,55.35279,0,0,0,0,0,0,0,0,0,0,95.3537,94.75419,89.49101,85.36993,74.74191,71.28435,0.00756,0.0032,3.31655,3.49697,4.23309,4.69185,5.00879,4.76177,0.00055,0,0,0,28.84225,4180.32843,455.45711,1718.88116,8283.84711,23464.22054,69083.31736,355544.7089,0,0,2290.09447,7090.98197,18712.75233,74643.99331,225.11714,418.25631,1673.99993,3274.30218,10302.87884,70058.37116,0,0,651.53551,4049.05502,16337.89026,126796.1343,1.61014,6.64184,146.30148,968.16994,6157.8737,54794.97604,531997.8517,1.16178,0.36104,0,0.01117,0.25988,5.3523,11.83291,0,0,0.00025,0.19284,0.50043,0.09957,0.09957,0,0,1.9999999152,3.9999998304,22.0000006753,356.000007402,0,233.991785298,763.45579661,951.722445894,1444.9119686,377
"317",-122.28595,37.81007,0,1,0,0,1,0,0,1,0.14094,0.14804,0.18191,0.13362,0.10739,0.06028,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,15.72375,6.11621,71.76351,6.39653,0,0,0,0,0,0,0,0,0,0,0,6.52983,4.12411,60.98966,28.3564,0,0,0,0,0,0,0,0,0,0,0,2.59129,1.5969,49.83149,45.98032,0,0,0,0,0,0,0,0,0,0,6.48282,1.54169,2.55542,29.43395,59.85988,0,0,0,0,0,0,0,0,0,0.0707,66.89935,63.42434,54.01338,67.06714,74.61687,73.73263,0.003,0.00082,5.98394,6.13053,6.33683,6.38562,5.97999,6.2189,0.00103,0,0,0,39.3186,5038.05955,93.6155,536.48086,3241.42402,14399.87449,66658.24957,389305.6942,0,0,0,0,10531.99476,84433.23555,0,0,0,2923.06753,13971.30326,94206.89698,86.40712,408.4358,2274.26014,8184.42986,23616.73622,119284.973,30.55036,107.77484,553.39428,2029.16973,8217.32513,60252.60914,541702.7083,0.56938,0.4143,0,9e-05,0.0246,3.74961,10.27366,0,0,0.00072,0.23767,0.54763,0.09576,0.09576,1.00000005402,1.00000005402,2.99999996194,5.00000005602,33.0000002982,400.999988974,147.971996258,455.635474662,513.317168875,609.978275518,1701.30303799,378
"318",-122.28221,37.82039,0,0,1,0,0,0,1,0,0.0508,0.0659,0.08956,0.09171,0.08735,0.07531,0,0,0,13.59223,86.40777,0,0,0,0,0,0,0,0,0,0,0,0,0,28.3773,71.6227,0,0,0,0,0,0,0,0,0,0,0,3.66879,0.12739,50.28025,45.92357,0,0,0,0,0,0,0,0,0,0,0,0.91638,1.26002,40.26664,57.55696,0,0,0,0,0,0,0,0,0,0,0,0.36565,1.11683,38.6695,59.84802,0,0,0,0,0,0,0,0,0,0,5.31805,1.34655,2.8768,40.13697,50.17086,0,0,0,0,0,0,0,0,0.0182,0.10526,88.78964,84.8713,74.98459,78.08938,79.49736,72.34303,0.00147,0.00105,5.15172,5.23642,5.32343,5.58185,6.51633,10.0453,0.00183,0,0,0,60.52288,6388.71845,136.43758,723.72127,5856.21078,19339.2889,60370.25999,315064.5565,0,0,1769.46918,5152.75364,13580.52435,39292.41389,0,97.783,817.76593,4626.02626,18368.85052,78222.91941,151.23407,514.54698,1513.07685,4034.23827,12005.9876,101830.2814,0.33294,11.00277,247.86444,1736.50371,8338.06757,50910.07333,541679.1719,0.41265,0.41265,0,0,0.00163,2.26916,8.29119,0,0,7e-04,0.23582,0.54326,0.09033,0.09033,0,0,0,8.99999988642,30.999999847,418.999988754,73.9540245917,91.1468745212,118.57159352,357.974228275,1556.30131315,379
"319",-122.28161,37.82207,0,0,1,0,1,1,0,0,0.04567,0.06855,0.10979,0.09406,0.08722,0.07723,0,0,0,42.99674,57.00326,0,0,0,0,0,0,0,0,0,0,0,0,0,56.73077,43.26923,0,0,0,0,0,0,0,0,0,0,0,0,4.54835,66.93846,28.51319,0,0,0,0,0,0,0,0,0,0,0,0.91638,1.83276,42.82487,54.42599,0,0,0,0,0,0,0,0,0,0,0,0.22892,0.7893,38.71565,60.26612,0,0,0,0,0,0,0,0,0,0,5.3992,1.27788,2.9454,42.04333,48.20618,0,0,0,0,0,0,0,0,0.0146,0.10526,81.84365,78.32612,70.66416,76.92182,79.66585,71.82812,0.00136,0.00106,6.26874,6.3554,6.32024,6.39805,7.28587,10.73853,0.0015,0,0,0,64.66492,6616.79262,105.00113,315.35614,2953.53144,15080.71484,75534.11463,408424.6551,0,0,0,435.34405,12835.17065,79063.76519,88.64409,170.13352,440.57919,2467.45788,17232.59474,99854.03848,0,119.32383,2218.84464,9343.1342,25731.73887,139132.742,40.61776,167.54826,1071.89724,3407.87015,10907.66039,71852.98555,541617.1895,0.40406,0.40406,0,0,0.00118,2.09584,8.00911,0,0,6e-04,0.22863,0.53538,0.08949,0.08949,0,1.00000005402,2.99999996194,11.0000003369,33.9999990944,399.99998304,147.83207107,131.816062664,112.663019541,608.908449378,1880.2529823,380
"320",-122.272,37.80642,0,1,0,0,0,1,0,0,0.02338,0.02201,0.01475,0.03425,0.06275,0.07092,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,7.18295,92.81705,0,0,0,0,0,0,0,0,0,0,0,0,0,13.21013,86.78987,0,0,0,0,0,0,0,0,0,0,2.39263,1.15101,1.53653,28.60107,66.31877,0,0,0,0,0,0,0,0,0,0,7.85721,2.84247,3.18532,37.20503,48.67659,0,0,0,0,0,0,0,0,0.14187,0,91.82372,90.58134,87.70248,86.8859,78.80962,69.02175,0.00167,0.00078,11.4983,11.50959,11.40866,10.68457,8.98734,8.86938,0.00051,0,0,1e-05,27.91169,3901.07162,731.70144,2199.12917,7864.3154,23798.56544,65416.67919,319099.4006,435.85523,1445.50361,4232.84089,7194.3719,13492.33756,34652.73139,23.92995,128.58227,1360.15531,6108.40001,20270.22042,79947.82681,0,0,990.14348,4579.97534,12035.42211,122013.6312,57.18974,235.90769,1224.23473,3719.73177,12024.87366,71727.63942,544806.8717,0.6849,0.27037,0,0.00037,0.04012,3.69587,9.74262,0,0,2e-05,0.11,0.37384,0.10952,0.10952,0,1.00000005402,20.0000002231,91.0000019439,254.999993202,485.999993841,0,0,1798.5662583,4186.96310983,5206.63863886,381
"321",-122.27263,37.80869,0,1,0,0,0,1,0,0,0.05395,0.04636,0.03776,0.04792,0.06885,0.07312,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127,99.98726,0,0,0,0,0,0,0,0,0,0,0,0,0,19.77602,80.22398,0,0,0,0,0,0,0,0,0,0,1.75271,1.29407,1.15576,32.6712,63.12627,0,0,0,0,0,0,0,0,0,0,6.70024,2.69433,2.76629,37.45319,50.15255,0,0,0,0,0,0,0,0,0.14187,0,90.28479,87.88711,88.81987,85.06595,78.62237,70.39215,0.00165,0.00067,10.12718,10.05442,9.7042,9.14132,8.78307,9.48183,0.00057,0,0,0,30.06558,4181.66752,486.32199,1700.23219,8352.41875,23481.65972,62775.07354,315292.4285,295.19079,1092.68034,4245.79424,7362.7176,13539.26194,33340.21102,0,0,813.04193,4788.3103,18492.6155,79606.79246,0,159.98001,1488.70575,4910.00496,11559.9301,119037.9874,25.13972,139.75763,873.2737,3192.16938,11286.05631,69495.90212,543636.9515,0.60069,0.28273,0,1e-04,0.02172,3.35851,9.40942,0,0,2e-05,0.12112,0.39152,0.10655,0.10655,4.99999981292,5.99999986694,10.0000001116,45.9999989414,220.999994108,496.999987761,0,0,596.696477386,2587.41831277,4518.88494394,382
"322",-122.27254,37.80802,0,0,1,0,0,1,0,0,0.05422,0.04469,0.03188,0.04398,0.06702,0.07221,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,19.90452,80.09548,0,0,0,0,0,0,0,0,0,0,1.88778,1.27415,1.21454,31.66785,63.95568,0,0,0,0,0,0,0,0,0,0,7.11802,2.74782,2.86351,37.31457,49.72268,0,0,0,0,0,0,0,0,0.14187,0,87.38658,87.78008,89.70171,84.9788,78.62168,69.95457,0.00167,7e-04,10.66967,10.57955,10.21279,9.58268,8.86944,9.25012,0.00055,0,0,1e-05,29.42019,4103.70661,307.14605,983.13098,4876.14046,19424.71635,71346.14385,374205.2499,0,0,0,3353.41513,7372.78743,66827.64455,0,75.2004,504.12262,6494.95189,31373.18133,100523.0589,74.92021,210.68307,1410.28376,3288.11377,17311.15869,127226.5003,60.95672,251.44647,1499.59234,4914.22163,16550.65906,83472.05791,552792.9999,0.62477,0.2798,0,0.00015,0.02628,3.46003,9.51527,0,0,2e-05,0.11848,0.38744,0.10731,0.10731,2.00000010803,4.00000021606,13.0000000736,59.0000004442,248.999994707,489.000011663,0,0,370.944389746,2929.66699093,4708.03046759,383
